0
1000
16
1000
1 0.054197 0.374331 0.862809 0.437367 0.0141098 0.486735 0.690324 1 0.733681 0.0971649 0.48605 0.832219 0.00579947 0.822166 0.752986 0.885158 0.448513 0.0757373 0.387363 0.852823 0.732567 0.528037 0.919839 0.764688 0.192118 0.0735539 0.370354 0.347449 0.218597 0.295889 0.738779 0.516162 
1 0.0856322 0.238989 0.142739 0.982995 0.777864 0.26717 0.63505 0.123158 0.565451 0.77573 0.78805 0.346043 0.252907 0.702525 0.124237 0.356225 0.737369 0.14819 0.875905 0.439015 0.418128 0.55617 0.370186 0.829247 0.982211 0.830349 0.456014 0.0117415 0.171277 0.428254 0.715524 0.639787 
1 0.811243 0.750358 0.0931634 0.947371 0.924198 0.304888 0.270508 0.650139 0.720139 0.423553 0.254419 0.17553 0.575383 0.946285 0.0946522 0.413048 0.0474096 0.164869 0.622185 0.44663 0.223673 0.61581 0.538808 0.0865018 0.437725 0.881167 0.513252 0.364058 0.675192 0.0167803 0.661289 0.936309 
1 0.991409 0.741422 0.546323 0.123364 0.381656 0.0581191 0.0296399 0.877908 0.52589 0.800347 0.0553617 0.312282 0.721146 0.841542 0.222589 0.106448 0.243886 0.641876 0.600433 0.587686 0.803717 0.144786 0.120965 0.645225 0.790272 0.13578 0.263926 0.873907 0.981135 0.58517 0.899743 0.514434 
1 0.0937659 0.608619 0.868372 0.196271 0.408671 0.772011 0.0727687 0.27964 0.431678 0.0881794 0.91007 0.881967 0.891926 0.0546809 0.325983 0.818465 0.834097 0.812086 0.199131 0.0761095 0.195191 0.898997 0.675763 0.615007 0.579091 0.0353822 0.964426 0.386153 0.439123 0.917175 0.0934738 0.381283 
1 0.362269 0.911127 0.371722 0.71168 0.88968 0.0658886 0.923489 0.715343 0.0638242 0.953465 0.973951 0.88669 0.464107 0.22867 0.377833 0.0245283 0.22358 0.0834445 0.408284 0.552348 0.196439 0.450929 0.407213 0.845668 0.58195 0.571154 0.898599 0.319563 0.0628063 0.0280444 0.776452 0.561295 
1 0.678079 0.353408 0.391014 0.984726 0.674386 0.61718 0.310039 0.836603 0.788772 0.281626 0.100432 0.307813 0.721146 0.841542 0.207673 0.0895116 0.243886 0.641876 0.549429 0.930573 0.726628 0.728567 0.620827 0.207362 0.8535 0.0971099 0.425858 0.632663 0.0178522 0.412369 0.807423 0.453675 
1 0.407372 0.235584 0.0472818 0.153671 0.504591 0.497975 0.93455 0.345762 0.621051 0.98713 0.951858 0.273242 0.0918826 0.948908 0.308902 0.765693 0.28465 0.401158 0.271408 0.0517896 0.135657 0.332436 0.733184 0.727448 0.620827 0.207362 0.314775 0.328244 0.718649 0.974465 0.657304 0.491765 
1 0.105816 0.899642 0.148296 0.622428 0.121554 0.281761 0.6488 0.0850537 0.99877 0.705184 0.743261 0.602897 0.292654 0.211646 0.635042 0.324149 0.297589 0.893729 0.778619 0.866889 0.116539 0.833677 0.190361 0.103139 0.808411 0.181512 0.106613 0.554608 0.558569 0.354694 0.71983 0.779951 
1 0.352065 0.763544 0.25667 0.947316 0.430414 0.12742 0.826038 0.685285 0.177053 0.924173 0.713918 0.859703 0.855607 0.28259 0.300528 0.273232 0.0312466 0.0243678 0.880821 0.750835 0.455382 0.436334 0.266775 0.307884 0.712937 0.523882 0.121284 0.717008 0.788473 0.123909 0.277694 0.304571 
1 0.695503 0.526364 0.354472 0.213549 0.564191 0.164412 0.0987384 0.628002 0.286996 0.891576 0.116912 0.911583 0.368298 0.437752 0.340089 0.607639 0.186098 0.229621 0.703483 0.797371 0.690006 0.529994 0.802433 0.605498 0.868281 0.102999 0.657567 0.23206 0.602656 0.97323 0.259988 0.325437 
1 0.101519 0.082771 0.103608 0.622248 0.297487 0.868827 0.799101 0.887406 0.276499 0.125749 0.768743 0.337838 0.538014 0.535298 0.841452 0.66572 0.520223 0.84624 0.400094 0.370906 0.171514 0.88654 0.391278 0.481734 0.724439 0.170797 0.868281 0.102999 0.264324 0.497895 0.23357 0.678942 
1 0.350229 0.16803 0.79883 0.74565 0.962802 0.0255579 0.397212 0.32954 0.236101 0.722305 0.683447 0.968108 0.934657 0.811298 0.148284 0.0232793 0.46498 0.616562 0.526425 0.839217 0.873802 0.398692 0.188012 0.997173 0.556618 0.0659341 0.671398 0.498677 0.792851 0.509916 0.0881466 0.5575 
1 0.803176 0.702015 0.674536 0.431504 0.191895 0.903801 0.692318 0.836918 0.201924 0.248717 0.0429084 0.0549876 0.650207 0.559423 0.059859 0.622587 0.805419 0.952237 0.485643 0.0739604 0.713683 0.173898 0.898142 0.107956 0.290501 0.506386 0.39377 0.933159 0.0932624 0.570507 0.175528 0.820303 
1 0.153546 0.263803 0.729401 0.102563 0.0288989 0.718356 0.707087 0.496542 0.780824 0.639287 0.141178 0.842195 0.083315 0.127152 0.274992 0.375886 0.423492 0.591022 0.140227 0.530934 0.163741 0.958067 0.92475 0.796496 0.690289 0.068556 0.853938 0.641134 0.502556 0.177268 0.697389 0.433483 
1 0.746448 0.0860182 0.384479 0.688268 0.620203 0.884902 0.30987 0.0369214 0.729309 0.43103 0.10841 0.391153 0.306925 0.995787 0.442302 0.572752 0.680855 0.144537 0.246388 0.415969 0.973259 0.499303 0.132396 0.907479 0.821921 0.943524 0.494034 0.76748 0.0857684 0.00400402 0.75584 0.544062 
1 0.927397 0.953547 0.227846 0.805075 0.63505 0.123158 0.132349 0.991692 0.904547 0.80764 0.839613 0.274042 0.300528 0.273232 0.0517751 0.0324015 0.526425 0.839217 0.260079 0.367512 0.726628 0.728567 0.625539 0.218017 0.852551 0.102597 0.425858 0.632663 0.122018 0.789027 0.0881466 0.5575 
1 0.694686 0.661016 0.121041 0.301462 0.642456 0.0905398 0.799173 0.94392 0.13359 0.0764726 0.131034 0.759785 0.445835 0.755335 0.593987 0.196479 0.873125 0.649664 0.010446 0.482529 0.526425 0.839217 0.181567 0.158925 0.830461 0.174972 0.699653 0.921811 0.186772 0.454293 0.695503 0.526364 
1 0.755279 0.0497319 0.384479 0.688268 0.666094 0.868388 0.317172 0.0331764 0.729309 0.43103 0.0867931 0.368519 0.322668 1 0.442302 0.572752 0.889074 0.606985 0.0343768 0.191404 0.910321 0.872547 0.92479 0.345332 0.289126 0.389783 0.896551 0.141167 0.23357 0.678942 0.11281 0.526939 
1 0.19502 0.438406 0.952045 0.147826 0.257035 0.429119 0.792676 0.953586 0.173732 0.0833514 0.124995 0.760812 0.445835 0.755335 0.542532 0.531893 0.175386 0.7209 0.814338 0.563792 0.00588524 0.721124 0.779086 0.754551 0.866013 0.320028 0.367517 0.00833391 0.830461 0.174972 0.718283 0.93404 
1 0.507184 0.988732 0.339445 0.208481 0.0908193 0.354357 0.657624 0.138698 0.707087 0.496542 0.756131 0.263147 0.384208 0.426122 0.771627 0.627648 0.71524 0.641579 0.478233 0.975162 0.98055 0.415977 0.577512 0.671967 0.251271 0.485907 0.00857688 0.105815 0.850813 0.933133 0.161246 0.698569 
1 0.106238 0.602822 0.41117 0.700456 0.430414 0.12742 0.931629 0.769696 0.0492709 0.836601 0.0544824 0.164073 0.825585 0.180488 0.444519 0.666825 0.48506 0.27183 0.868604 0.923309 0.562047 0.972426 0.193946 0.0553619 0.92638 0.415327 0.875256 0.357849 0.448246 0.559644 0.237563 0.833937 
1 0.869501 0.356079 0.413402 0.82088 0.681471 0.371975 0.609063 0.893087 0.947444 0.675232 0.113106 0.766904 0.303453 0.285386 0.37043 0.0378364 0.428098 0.582347 0.463522 0 0.910321 0.872547 0.103297 0.135335 0.238063 0.681457 0.120861 0.885647 0.674898 0.392878 0.884054 0.649656 
1 0.104948 0.368517 0.511123 0.477098 0.962802 0.0255579 0.397212 0.32954 0.236101 0.722305 0.683447 0.968108 0.945951 0.832041 0.190588 0.0940516 0.243886 0.641876 0.600433 0.587686 0.858514 0.446918 0.400026 0.251684 0.8933 0.88021 0.657567 0.23206 0.446626 0.569667 0.247011 0.823337 
1 0.718283 0.93404 0.19502 0.438406 0.952045 0.147826 0.257035 0.429119 0.792676 0.953586 0.173732 0.0833514 0.124995 0.760812 0.46938 0.759312 0.550605 0.538498 0.175386 0.7209 0.814338 0.563792 0.00588524 0.721124 0.779086 0.754551 0.866013 0.320028 0.367517 0.00833391 0.830461 0.174972 
