0
10
64
10
1 0.611709 0.630284 0.827944 0.151229 0.848908 0.624187 0.913825 0.830506 0.169211 0.692077 0.0518756 0.779217 0.778899 0.303295 0.138572 0.00442419 0.107418 0.0906247 0.330996 0.490357 0.0448324 0.915053 0.129398 0.193131 0.934019 0.533585 0.820033 0.393454 0.417082 0.780866 0.761858 0.329269 0.60013 0.233945 0.411046 0.570795 0.637632 0.463428 0.545645 0.770094 0.114465 0.686469 0.109971 0.368874 0.00805868 0.348333 0.565943 0.837418 0.922052 0.278221 0.469553 0.832653 0.558906 0.0749608 0.486905 0.987337 0.212067 0.84831 0.13505 0.860731 0.51212 0.271068 0.700028 0.808896 0.909627 0.460433 0.830964 0.125517 0.380961 0.790255 0.865326 0.190735 0.484279 0.51816 0.525718 0.139535 0.180842 0.88925 0.569985 0.192198 0.734745 0.891303 0.309606 0.674062 0.12331 0.294569 0.284594 0.47498 0.0392858 0.508133 0.554572 0.596978 0.350215 0.127448 0.47495 0.999802 0.829971 0.751842 0.141373 0.512895 0.87842 0.0209038 0.293324 0.413491 0.307488 0.0597123 0.552957 0.698001 0.448318 0.448 0.91107 0.279776 0.317549 0.748544 0.952763 0.853886 0.836314 0.925448 0.0365341 0.0401773 0.16019 0.279817 0.796549 0.551165 0.936292 0.455742 0.38662 0.311705 
1 0.332352 0.927306 0.0162397 0.343678 0.663833 0.0560551 0.934377 0.659348 0.165276 0.115203 0.0890494 0.678349 0.584319 0.898006 0.743945 0.663349 0.233919 0.589447 0.580832 0.105977 0.856821 0.263884 0.5716 0.409147 0.192149 0.931211 0.418694 0.745437 0.234883 0.576893 0.874975 0.579104 0.12529 0.416294 0.772082 0.449362 0.394593 0.221909 0 0.817608 0.133809 0.8509 0.957785 0.512849 0.0631959 0.342903 0.892042 0.679494 0.235808 0.0434994 0.776144 0.930861 0.629194 0.492581 0.837931 0.338504 0.2769 0.331748 0.895912 0.775046 0.309865 0.259206 0.796522 0.724498 0.982521 0.203243 0.00407316 0.657314 0.637013 0.194436 0.517774 0.623957 0.234003 0.0777625 0.70139 0.951469 0.448 0.572263 0.136464 0.00910613 0.222398 0.457596 0.692812 0.152514 0.0357351 0.534848 0.31131 0.410883 0.358138 0.238568 0.197324 0.653467 0.641679 0.761188 0.5901 0.911213 0.120324 0.169436 0.277097 0.304585 0.0419264 0.836506 0.578852 0.60348 0.958673 0.245896 0.467499 0.0565444 0.951083 0.0633519 0.464488 0.141783 0.669427 0.901981 0.432521 0.821799 0.767719 0.197317 0.329228 0.938292 0.394622 0.446758 0.489057 0.58443 0.844922 0.103245 0.849539 0.805117 
1 0.4492 0.692836 0.625907 0.331347 0.984949 0.260294 0.376657 0.407033 0.345456 0.859428 0.200604 0.0262835 0.289735 0.696065 0.300051 0.143948 0.112245 0.474757 0.039342 0.208127 0.92264 0.471164 0.864191 0.703509 0.794033 0.929322 0.968854 0.387375 0.485583 0.743503 0.0541384 0.92513 0.167082 0.813931 0.0655095 0.398086 0.728086 0.423673 0.624506 0.762533 0.43598 0.346798 0.207952 0.113526 0.651907 0.112649 0.162531 0.255935 0.227437 0.538308 0.679464 0.275737 0.632879 0.383926 0.232531 0.775992 0.92293 0.151114 0.513006 0.325128 0.116743 0.88963 0.829207 0.829764 0.441787 0.894557 0.338591 0.834677 0.200853 0.90628 0.787781 0.526666 0.945086 0.897174 0.313842 0.323114 0.699392 0.955857 0.330902 0.487653 0.905152 0.885653 0.757069 0.447422 0.201026 0.630821 0.402765 0.0395108 0.966319 0.735905 0.508012 0.706096 0.846483 0.0589635 0.865762 0.403363 0.811351 0.885449 0.169869 0.112145 0.0441815 0.103814 0.0159837 0.59952 0.488502 0.0143824 0.37456 0.698031 0.47902 0.787318 0.58119 0.684239 0.131902 0.332615 0.897985 0.025391 0.990543 0.582964 0.206495 0.199086 0.840716 0.540797 0.225144 0.519432 0.710302 0.161649 0.64922 0.230352 
1 0.215292 0.271178 0.199099 0.953494 0.495832 0.0870853 0.727809 0.0871815 0.631527 0.573454 0.924188 0.498299 0.284748 0.645868 0.156384 0.369355 0.815675 0.103275 0.251356 0.999118 0.833501 0.420932 0.913689 0.474986 0.998219 0.956671 0.871582 0.694723 0.158355 0.550409 0.766593 0.812684 0.931151 0.792844 0.207127 0.121627 0.578847 0.284622 0.346782 0.916687 0.0774156 0.715751 0.0755871 0.152806 0.548086 0.918493 0.0937455 0.723063 0.43518 0.347345 0.929777 0.338261 0.788663 0.919825 0.734392 0.0397973 0.162543 0.428137 0.759365 0.484415 0.299495 0.287571 0.684583 0.550082 0.0665363 0.809481 0.3285 0.509864 0.253008 0.296005 0.517774 0.623957 0.218803 0.077524 0.70139 0.951469 0.448 0.572263 0.129887 0.00589196 0.236551 0.476762 0.465321 0.238823 0.0145046 0.182519 0.875895 0.0585582 0.508606 0.943788 0.588602 0.157156 0.138158 0.509947 0.391518 0.71511 0.165468 0.846512 0.693106 0.671699 0.715613 0.80975 0.99854 0.622693 0.242223 0.969042 0.390222 0.348855 0.170698 0.884106 0.690998 0.264926 0.853089 0.550788 0.865295 0.206761 0.195036 0.74047 0.82165 0.256988 0.218032 0.0463328 0.705808 0.418697 0.485837 0.270342 0.053379 0.327922 
1 0.573108 0.911099 0.56361 0.227262 0.807356 0.61169 0.151239 0.445662 0.112702 0.294213 0.854288 0.0189532 0.656451 0.445719 0.138701 0.262084 0.316073 0.423127 0.0831929 0.954678 0.85305 0.453769 0.705176 0.379639 0.0314751 0.648283 0.655597 0.503265 0.25214 0.316355 0.269565 0.0841518 0.360566 0.21366 0.832659 0.608606 0.363254 0.279132 0.204641 0.9562 0.937661 0.144066 0.938963 0.985691 0.437704 0.46143 0.424207 0.716791 0.208043 0.888424 0.236747 0.0468502 0.0539958 0.195674 0.703539 0.734147 0.9298 0.328035 0.480711 0.130398 0.769494 0.183251 0.73345 0.911514 0.441578 0.394574 0.168381 0.842134 0.19479 0.73666 0.289078 0.797616 0.0790763 0.434152 0.968638 0.812741 0.964632 0.443265 0.914468 0.119505 0.131068 0.501306 0.405787 0.0229746 0.712492 0.98441 0.804118 0.456524 0.00499558 0.58602 0.379393 0.926167 0.373701 0.805349 0.411281 0.0309957 0.521623 0.292526 0.621552 0.195112 0.77704 0.551062 0.415585 0.725494 0.341589 0.374923 0.638568 0.95728 0.661131 0.899861 0.922968 0.732606 0.304746 0.755606 0.138234 0.0309019 0.772224 0 0.829846 0.550956 0.959282 0.289332 0.434349 0.613437 0.442809 0.438307 0.077068 0.701037 
1 0.109398 0.0648192 0.954198 0.520918 0.863775 0.0770652 0.39959 0.0546327 0.0177923 0.328561 0.829306 0.549058 0.233208 0.713425 0.541148 0.619712 0.0921417 0.829396 0.0614058 0.965139 0.94521 0.864256 0.0983409 0.661371 0.0224294 0.0837326 0.994487 0.543674 0.73888 0.446559 0.729168 0.909384 0.873188 0.00465408 0.222161 0.481777 0.153381 0.971774 0.656244 0.707856 0.5027 0.553526 0.630949 0.775242 0.462061 0.250721 0.859108 0.991989 0.590752 0.82321 0.465325 0.843392 0.310682 0.555392 0.677904 0.336254 0.921208 0.945376 0.424439 0.87092 0.840082 0.473004 0.872911 0.520558 0.284348 0.429079 0.269547 0.242989 0.314881 0.743109 0.840732 0.172787 0.167772 0.0843413 0.919284 0.339046 0.520953 0.489999 0.752303 0.0993656 0.298494 0.90272 0.341571 0.475706 0.04294 0.406507 0.523305 0.0448946 0.59129 0.531898 0.498961 0.873621 0.056055 0.465585 0.974024 0.591777 0.14158 0.516945 0.581558 0.453429 0.28897 0.956826 0.702645 0.642197 0.0107918 0.11772 0.190767 0.785214 0.278029 0.341066 0.600196 0.130834 0.811656 0.262649 0.514288 0.0233915 0.270375 0.195425 0.823958 0.720967 0.340304 0.805936 0.423769 0.33215 0.182021 0.745741 0.425449 0.0900675 
1 0.451111 0.41539 0.00749014 0.572221 0.156528 0.093953 0.54249 0.813795 0.171786 0.473443 0.462006 0.667152 0.691835 0.870984 0.905454 0.107393 0.443978 0.829625 0.982912 0.217187 0.0233788 0.403379 0.270377 0.222339 0.237705 0 0.317433 0.405187 0.392066 0.0770457 0.0299723 0.967547 0.95048 0.475321 0.151734 0.939685 0.916219 0.415311 0.907097 0.448703 0.149603 0.635444 0.585982 0.27634 0.804217 0.80008 0.694523 0.838203 0.437691 0.725777 0.927332 0.638189 0.0444496 0.334761 1 0.800185 0.904896 0.0753937 0.0823414 0.227159 0.778877 0.618534 0.378844 0.214239 0.60265 0.44108 0.351988 0.675656 0.690965 0.246808 0.63194 0.968304 0.236815 0.988325 0.169584 0.24592 0.493514 0.286563 0.242672 0.347208 0.990111 0.347387 0.291493 0.099128 0.133032 0.612121 0.498461 0.590697 0.573374 0.679129 0.833386 0.426253 0.337998 0.841856 0.455443 0.0335679 0.221366 0.299603 0.0588073 0.813186 0.763345 0.0580181 0.583794 0.0710789 0.823285 0.431913 0.769927 0.0370168 0.186539 0.199655 0.152319 0.899614 0.781399 0.748574 0.250434 0.907411 0.383097 0.98064 0.699735 0.0603084 0.871415 0.900988 0.58175 0.460534 0.610097 0.96524 0.46879 0.754417 
1 0.0226088 0.545547 0.332057 0.717681 0.361622 0.74372 0.791382 0.0720575 0.979572 0.0232412 0.924188 0.498299 0.284748 0.645868 0.156384 0.369355 0.815675 0.103275 0.251356 0.999118 0.833501 0.420932 0.936644 0.476618 0.998219 0.956671 0.871582 0.694723 0.158355 0.550409 0.766593 0.812684 0.931151 0.792844 0.207127 0.121627 0.598478 0.281028 0.346782 0.916687 0.077328 0.725833 0.0755871 0.152806 0.548086 0.918493 0.0937455 0.723063 0.43518 0.347345 0.929777 0.338261 0.788663 0.919825 0.734392 0.0397973 0.162543 0.428137 0.766965 0.502633 0.290825 0.27881 0.684583 0.550082 0.0543598 0.793249 0.3285 0.509864 0.253008 0.296005 0.517774 0.623957 0.234003 0.0777625 0.70139 0.951469 0.448 0.572263 0.129887 0.00589196 0.236551 0.476762 0.417424 0.264351 0.0145046 0.182519 0.875895 0.0585582 0.508606 0.943788 0.588602 0.157156 0.138158 0.509947 0.391518 0.71511 0.165468 0.846512 0.693106 0.671699 0.703247 0.834017 1 0.624094 0.242223 0.969042 0.373448 0.331195 0.170698 0.884106 0.690998 0.264926 0.853089 0.550788 0.865295 0.206761 0.19658 0.73076 0.799135 0.246281 0.218032 0.0463328 0.705808 0.418697 0.503528 0.272192 0.053379 0.327922 
1 0.0641208 0.759773 0.850077 0.311942 0.977128 0.863181 0.9549 0.383498 0.339338 0.892553 0.0270753 0.966567 0.0307421 0.436129 0.857623 0.771982 0.0768578 0.399629 0.0946649 0.306227 0.811412 0.186091 0.3056 0.0465902 0.446371 0.357758 0.603049 0.193933 0.475623 0.857509 0.648296 0.10873 0.873188 0.00465408 0.222161 0.481777 0.153381 0.971774 0.656244 0.707856 0.5027 0.553526 0.610008 0.795321 0.462061 0.250721 0.859108 0.991989 0.590752 0.82321 0.465325 0.843392 0.310682 0.555392 0.674704 0.34154 0.921208 0.945376 0.424439 0.87092 0.838485 0.469798 0.872911 0.520558 0.284348 0.429079 0.279965 0.219221 0.314881 0.743109 0.840732 0.172787 0.167772 0.0843413 0.919284 0.339046 0.520953 0.489999 0.752303 0.0993656 0.306618 0.875389 0.347577 0.455354 0.0275332 0.42964 0.498552 0.057541 0.862574 0.103395 0.0834023 0.369322 0.039059 0.721652 0.73962 0.635438 0.210293 0.279556 0.130147 0.112436 0.062434 0.867509 0.618165 0.527559 0.31732 0.329394 0.856242 0.710146 0.126693 0.330007 0.268437 0.502656 0.129036 0.00895301 0.904676 0.671731 0.282114 0.578013 0.916111 0.068039 0.607505 0.900261 0.968232 0.992504 0.359158 0.708386 0.902171 0.737049 
1 0.074423 0.37312 0.890892 0.329265 0.702 0.926247 0.334901 0.604467 0.456052 0.435939 0.458777 0.289497 0.362466 0.998103 0.897653 0.287661 0.690198 0.0524402 0.474618 0.0428277 0.320922 0.376081 0.933232 0.590663 0.234855 0.86054 0.287847 0.667713 0.943598 0.809889 0 0.745128 0.633596 0.486216 0.0655095 0.398086 0.728086 0.423673 0.624506 0.762533 0.43598 0.346798 0.207952 0.113526 0.651907 0.112649 0.162531 0.255935 0.227437 0.538308 0.679464 0.275737 0.632879 0.383926 0.232531 0.775992 0.92293 0.151114 0.513006 0.325128 0.116743 0.88963 0.829207 0.829764 0.441787 0.894557 0.338591 0.834677 0.200853 0.90628 0.787781 0.526666 0.945086 0.897174 0.313842 0.323114 0.699392 0.955857 0.330902 0.487653 0.905152 0.885653 0.757069 0.447422 0.201026 0.630821 0.402765 0.0395108 0.966319 0.735905 0.521386 0.684841 0.846483 0.0589635 0.865762 0.403363 0.793963 0.86576 0.169869 0.112145 0.0550766 0.105252 0.0159837 0.59952 0.488502 0.0143824 0.37456 0.698031 0.47902 0.787318 0.58119 0.684239 0.131902 0.332615 0.897985 0.025391 1 0.588927 0.206495 0.199086 0.924544 0.0764103 0.274441 0.0664281 0.209128 0.337691 0.216857 0.522068 
