0
1000
4
1000
1 0.218462 0.176353 0.846288 0.29792 0.341666 0.956241 0.63251 0.168219 
1 0.581588 0.846477 0.0871119 0.484259 0.496479 0.292323 0.926332 0.258468 
1 0.320079 0.962047 0.846288 0.29792 0.419697 0.566455 0.454418 0.0963749 
1 0.932148 0.643758 0.859173 0.28509 0.246504 0.574966 0.454418 0.0963749 
1 0.526507 0.789822 0.208124 0.319469 0.382034 0.997229 0.775219 0.152203 
1 0.825041 0.334577 0.0687053 0.369306 0.363901 0.964917 0.640604 0.564563 
1 0.91726 0.717496 0.687933 0.598566 0.659179 0.245474 0.237551 0.314849 
1 0.3309 0.711362 0.793053 0.232638 0.740495 0.784982 0.549124 0.154923 
1 0.585291 0.621409 0.197077 0.0248347 0.344909 0.863424 0.770907 0.155104 
1 0.846288 0.29792 0.484713 0.219199 0.740495 0.784982 0.257769 0.599321 
1 0.597633 0.54527 0.243742 0.444728 0.382034 0.997229 0.203109 0.0938246 
1 0.605773 0.984896 0.337895 0.849333 0.846288 0.29792 0.178329 0.34067 
1 0.76988 0.482497 0.218462 0.176353 0.498053 0.182197 0.641461 0.906121 
1 0.15174 0.188966 0.337303 0.690845 0.856997 0.333076 0.34288 0.857065 
1 0.19096 0.974069 0.687933 0.598566 0.198274 0.36066 0.264933 0.135598 
1 0.714514 0.738643 0.126927 0.843894 0.959355 0.0277216 0.241891 0.173986 
1 0.710503 0.216447 0.358022 0.481548 0.65543 0.898698 0.0288966 0.29385 
1 0.295492 0.964965 0.846288 0.29792 0.340709 0.249052 0.707507 0.592336 
1 0.0764869 0.344825 0.448661 0.716681 0.834383 0.683138 0.822184 0.316809 
1 0.800578 0.900642 0.177411 0.205624 0.808176 0.335946 0.257783 0.905535 
1 0.171121 0.760652 0.184217 0.400301 0.766943 0.548541 0.77026 0.333386 
1 0.566794 0.836795 0.87236 0.327443 0.337777 0.980192 0.257506 0.315266 
1 0.854924 0.316236 0.192232 0.386926 0.771932 0.565789 0.605773 0.984896 
