15
2000
4
1.265947e+10
4.500573e+06 6.776351e-01 1.725502e-01 9.172596e-01 7.174958e-01 1.349817e-01 8.414964e-01 6.233051e-01 2.125765e-01 
1.558479e+07 5.815880e-01 8.464768e-01 8.711185e-02 4.842593e-01 4.964792e-01 2.923233e-01 9.263317e-01 2.584676e-01 
9.949493e+06 3.200794e-01 9.620467e-01 8.462882e-01 2.979198e-01 4.196968e-01 5.664548e-01 4.544177e-01 9.637490e-02 
5.031314e+06 9.321483e-01 6.437581e-01 8.591735e-01 2.850903e-01 2.465035e-01 5.749658e-01 4.544177e-01 9.637490e-02 
3.647003e+06 3.378950e-01 8.493330e-01 7.714964e-01 1.118119e-01 2.476178e-01 7.770350e-01 8.113011e-01 3.214120e-01 
3.144931e+06 2.938548e-01 5.313699e-01 8.462882e-01 2.979198e-01 2.577688e-01 5.993209e-01 3.284526e-01 2.696174e-01 
3.688099e+06 6.057726e-01 9.848964e-01 2.184625e-01 1.763530e-01 9.187373e-01 4.855344e-01 2.501563e-01 1.854950e-01 
6.679593e+06 3.308996e-01 7.113616e-01 7.930533e-01 2.326380e-01 7.404946e-01 7.849817e-01 5.491238e-01 1.549230e-01 
4.385953e+06 1.653560e-01 6.920175e-01 8.164980e-01 3.548320e-01 2.577826e-01 9.055346e-01 7.487260e-01 2.798708e-01 
1.014437e+07 8.462882e-01 2.979198e-01 4.847125e-01 2.191986e-01 7.404946e-01 7.849817e-01 2.577688e-01 5.993209e-01 
5.054498e+06 5.976331e-01 5.452704e-01 2.437425e-01 4.447280e-01 3.820343e-01 9.972293e-01 2.031092e-01 9.382461e-02 
8.557114e+05 6.812499e-01 1.767661e-01 1.438903e-01 1.011857e-01 1.905200e-02 5.585444e-01 1.447237e-01 4.792862e-01 
3.387121e+06 5.265068e-01 7.898222e-01 8.550764e-01 2.920941e-01 2.577688e-01 5.993209e-01 8.071275e-01 7.658371e-01 
8.571627e+06 1.517396e-01 1.889663e-01 3.373029e-01 6.908451e-01 8.569973e-01 3.330762e-01 3.428799e-01 8.570653e-01 
5.014474e+06 1.909604e-01 9.740688e-01 6.879331e-01 5.985664e-01 1.982739e-01 3.606596e-01 2.649333e-01 1.355980e-01 
1.258435e+06 7.042487e-01 2.551403e-01 8.462882e-01 2.979198e-01 3.407091e-01 2.490520e-01 7.075074e-01 5.923364e-01 
1.195042e+07 7.105028e-01 2.164470e-01 3.580219e-01 4.815484e-01 6.554297e-01 8.986977e-01 2.889664e-02 2.938500e-01 
4.331912e+06 8.186572e-01 6.475796e-01 2.437425e-01 4.447280e-01 3.820343e-01 9.972293e-01 1.269921e-01 3.320033e-01 
9.751348e+06 7.648692e-02 3.448252e-01 4.486613e-01 7.166809e-01 8.343829e-01 6.831376e-01 8.221838e-01 3.168092e-01 
3.591856e+06 3.090791e-01 8.525671e-01 6.683906e-01 2.596107e-01 4.054666e-01 3.522697e-01 8.985892e-01 9.105805e-02 
9.441976e+06 1.711215e-01 7.606521e-01 1.842173e-01 4.003010e-01 7.669431e-01 5.485409e-01 7.702601e-01 3.333858e-01 
3.762403e+06 1.239079e-01 2.564086e-01 6.405234e-01 6.837237e-01 3.871979e-01 1.035218e-01 7.487260e-01 2.798708e-01 
6.017542e+06 8.549244e-01 3.162358e-01 1.922323e-01 3.869257e-01 7.719320e-01 5.657886e-01 6.057726e-01 9.848964e-01 
